0,1610280762,,1525253055
1,1301703534,,1525253512
2,366942474,,1525253523
3,543827919,,1525253530
4,1966008516,,1525253536
5,2103120617,,1525253542
6,996747425,,1525253546
7,660683682,,1525253547
8,1301837970,,1525253597
9,1367620370,,1525253607
10,uciv66hl0clj24m8dvgffk36ao,,1525253614
11,uciv66hl0clj24m8dvgffk36ao,,1525253615
12,uciv66hl0clj24m8dvgffk36ao,,1525253628
13,uciv66hl0clj24m8dvgffk36ao,1449000131831,1525253645
14,i0n0mtnf2ou9cr20t62d343fc2,123,1525346738
15,i0n0mtnf2ou9cr20t62d343fc2,123,1525346740
16,i0n0mtnf2ou9cr20t62d343fc2,123,1525346741
17,i0n0mtnf2ou9cr20t62d343fc2,0856991004103,1525346776
18,i0n0mtnf2ou9cr20t62d343fc2,123,1525346782
19,i0n0mtnf2ou9cr20t62d343fc2,123,1525346782
20,i0n0mtnf2ou9cr20t62d343fc2,123,1525346782
21,i0n0mtnf2ou9cr20t62d343fc2,123,1525346782
22,i0n0mtnf2ou9cr20t62d343fc2,123,1525346782
23,i0n0mtnf2ou9cr20t62d343fc2,7311250004346,1525346814
24,i0n0mtnf2ou9cr20t62d343fc2,9780201379624,1525346856
25,i0n0mtnf2ou9cr20t62d343fc2,97802013,1525346862
26,i0n0mtnf2ou9cr20t62d343fc2,97802013,1525346863
27,i0n0mtnf2ou9cr20t62d343fc2,97802013,1525346863
28,i0n0mtnf2ou9cr20t62d343fc2,97802013,1525346864
29,i0n0mtnf2ou9cr20t62d343fc2,97802013,1525346864
30,i0n0mtnf2ou9cr20t62d343fc2,,1525347525
31,i0n0mtnf2ou9cr20t62d343fc2,123,1525347530
32,i0n0mtnf2ou9cr20t62d343fc2,123,1525347531
33,i0n0mtnf2ou9cr20t62d343fc2,9780201379624,1525347550
34,i0n0mtnf2ou9cr20t62d343fc2,9780201379624,1525347640
35,i0n0mtnf2ou9cr20t62d343fc2,9780201379624,1525347792
36,i0n0mtnf2ou9cr20t62d343fc2,9780201379624,1525348201
37,i0n0mtnf2ou9cr20t62d343fc2,123,1525348208
38,i0n0mtnf2ou9cr20t62d343fc2,123,1525348215
39,i0n0mtnf2ou9cr20t62d343fc2,123,1525348306
40,i0n0mtnf2ou9cr20t62d343fc2,123,1525348941
41,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525348948
42,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525348955
43,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525348970
44,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349011
45,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349101
46,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349168
47,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349193
48,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349237
49,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349245
50,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349257
51,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349262
52,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349275
53,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349282
54,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349291
55,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525349352
56,i0n0mtnf2ou9cr20t62d343fc2,7822300336718,1525349356
57,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525349356
58,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349363
59,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525349369
60,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349382
61,i0n0mtnf2ou9cr20t62d343fc2,1157073043829,1525349395
62,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525349395
63,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349429
64,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525349436
65,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349444
66,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525349451
67,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525349724
68,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525349733
69,i0n0mtnf2ou9cr20t62d343fc2,123,1525349845
70,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525353015
71,i0n0mtnf2ou9cr20t62d343fc2,123,1525353021
72,osaod2dqbngb3ng77q48ge3d3u,0856991004141,1525353792
73,osaod2dqbngb3ng77q48ge3d3u,7311250004346,1525353818
74,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525354787
75,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525354846
76,45dlhteo32rckt4e9o6kdmrgd7,7622300336738,1525354890
77,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525354891
78,45dlhteo32rckt4e9o6kdmrgd7,7340116870030,1525355044
79,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355044
80,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355070
81,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355111
82,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355147
83,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355224
84,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525355381
85,i0n0mtnf2ou9cr20t62d343fc2,7622300336738,1525355510
86,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355658
87,25l3evj7vgeh13km9976v35d6e,7340116870030,1525355658
88,25l3evj7vgeh13km9976v35d6e,7340116870030,1525355672
89,25l3evj7vgeh13km9976v35d6e,7340116870030,1525355694
90,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355705
91,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355718
92,25l3evj7vgeh13km9976v35d6e,7340116870030,1525355718
93,i0n0mtnf2ou9cr20t62d343fc2,7320116870070,1525355720
94,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355720
95,25l3evj7vgeh13km9976v35d6e,7320116870070,1525355720
96,i0n0mtnf2ou9cr20t62d343fc2,7320116870070,1525355720
97,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355720
98,25l3evj7vgeh13km9976v35d6e,7340116870030,1525355720
99,25l3evj7vgeh13km9976v35d6e,7320116870070,1525355720
100,i0n0mtnf2ou9cr20t62d343fc2,7320116870070,1525355720
101,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355720
102,25l3evj7vgeh13km9976v35d6e,7340116870030,1525355721
103,i0n0mtnf2ou9cr20t62d343fc2,5430228621445,1525355798
104,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355798
105,25l3evj7vgeh13km9976v35d6e,7340116870030,1525355798
106,eoooctanps42en0m1vq3v86347,7340116870030,1525355823
107,eoooctanps42en0m1vq3v86347,7340116870030,1525355881
108,i0n0mtnf2ou9cr20t62d343fc2,6470121671245,1525355888
109,i0n0mtnf2ou9cr20t62d343fc2,7340116870030,1525355888
110,eoooctanps42en0m1vq3v86347,7340116870030,1525355889
